movie_title,release_date,month_released,rated,genre,runtime_minutes,belongs_to_collection,tagline,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,imdb_score,dir_acted,dir_animation_dept,dir_art_dept,dir_art_dir,dir_assistant_dir,dir_camera_dept,dir_casting_dept,dir_casting_dir,dir_cinematographer,dir_composer,dir_costume_designer,dir_editor,dir_editorial_dept,dir_location_management,dir_makeup_dept,dir_music_artist,dir_music_dept,dir_producer,dir_production_designer,dir_production_manager,dir_script_dept,dir_sound_dept,dir_soundtrack,dir_special_effects,dir_stunts,dir_visual_effects,dir_writer
2046,2004-05-20,10,R,Drama,129.0,1,Are you still in the mood for love?,12000000,1442338,19278598,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Torque,2004-01-16,1,PG-13,Action,84.0,0,Circuit of Fire,40000000,21176322,46176322,4.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray,2004-10-29,10,PG-13,Biography,152.0,0,The extraordinary life story of Ray Charles.,40000000,75305995,124823094,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Chasing Liberty,2004-01-09,1,PG-13,Comedy,101.0,0,How do you fall in love with the whole world watching?,23000000,12189514,12291975,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Secret Window,2004-03-12,3,PG-13,Drama,96.0,0,The most important part of a story is the ending.,40000000,47958031,92110539,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Finding Neverland,2004-10-17,11,PG,Biography,106.0,0,Where will your imagination take you?,25000000,51676606,115036108,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Team America: World Police,2004-10-10,10,R,Action,98.0,0,Putting The 'F' back in 'Freedom',20000000,32774834,50948811,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Sleepover,2004-07-09,7,PG,Comedy,89.0,0,The rules are set. The game is on.,10000000,9408183,9424052,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Grudge,2004-10-22,10,PG-13,Horror,91.0,1,It never forgives. It never forgets.,10000000,110359362,187281115,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Around the World in 80 Days,2004-06-16,6,PG,Action,120.0,0,Let your imagination soar.,110000000,24004159,72004159,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wimbledon,2004-09-13,9,PG-13,Comedy,98.0,0,She's the golden girl. He's the longshot. It's a match made in...,35000000,16862585,41666476,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Polar Express,2004-11-10,11,G,Animation,100.0,0,This holiday season... believe.,170000000,188042855,312183437,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Without a Paddle,2004-08-20,8,PG-13,Adventure,95.0,1,"The call of the wild, the thrill of adventure. The mistake of a lifetime.",30000000,58156435,65121280,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Miracle,2004-02-06,2,PG,Biography,135.0,0,"If you believe in yourself, anything can happen.",28000000,64378093,64474705,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Wicker Park,2004-09-03,9,PG-13,Drama,114.0,0,Passion never dies.,30000000,13001257,21577076,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cellular,2004-09-06,9,PG-13,Action,94.0,0,If the signal dies so does she,45000000,32003620,61453420,6.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kinsey,2004-09-04,11,R,Biography,118.0,0,Let's talk about sex,11000000,10214647,17443529,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Anacondas: The Hunt for the Blood Orchid,2004-08-26,8,PG-13,Action,97.0,1,,25000000,31526393,70326393,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Confessions of a Teenage Drama Queen,2004-02-17,2,PG,Comedy,89.0,0,She's making a scene over everything.,15000000,29331068,33118854,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Raising Helen,2004-05-27,5,PG-13,Comedy,119.0,0,Her uptown life gets turned inside out!,50000000,37485528,49842431,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Fat Albert,2004-12-12,12,PG,Comedy,93.0,0,,45000000,48114556,48563556,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sky Captain and the World of Tomorrow,2004-09-17,9,PG,Action,106.0,0,Who will save us?,70000000,37760080,49730854,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
The Stepford Wives,2004-06-10,6,PG-13,Comedy,93.0,0,The wives of Stepford have a secret.,100000000,59475623,96150482,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
After the Sunset,2004-11-12,11,PG-13,Action,97.0,0,Who will walk away?,57000000,28328132,38329114,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Forgotten,2004-09-24,9,PG-13,Drama,91.0,0,You'll Never Forget The Ones You Love,50000000,66711892,117211892,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Flight of the Phoenix,2004-12-17,12,PG-13,Action,113.0,0,"Out of the ashes, hope will rise.",75000000,21009180,34009180,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Saved!,2004-01-21,5,PG-13,Comedy,92.0,0,,5000000,8886160,10206551,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
In Good Company,2004-12-29,12,PG-13,Comedy,110.0,0,"He's rich, young and handsome. He's in love with you and he's your dad's boss.",26000000,45489752,63463195,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
First Daughter,2004-09-24,9,PG,Comedy,106.0,0,The girl who always stood out is finally getting the chance to fit in.,30000000,9055010,10419084,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jersey Girl,2004-03-25,3,PG-13,Comedy,102.0,0,He wanted it all...but he got more than he bargained for.,35000000,25266129,37066129,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Alamo,2004-04-07,4,PG-13,Drama,137.0,0,You will never forget,92000000,22406362,23911362,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Raise Your Voice,2004-08-10,10,PG,Family,107.0,0,Don't Hold Back ...Don't Give Up.,15000000,10411980,14811980,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hidalgo,2004-03-05,3,PG-13,Action,136.0,0,Unbridled. Unbroken. Unbeaten.,78000000,67286731,108086731,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Mean Creek,2004-01-15,8,R,Crime,90.0,0,"Beneath the surface, everyone has a secret.",500000,603951,1348750,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Club Dread,2004-02-27,2,R,Comedy,104.0,0,A vacation to die for,8500000,5001655,7573551,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Soul Plane,2004-05-28,5,R,Comedy,86.0,0,Announcing the arrival of the first airline with soul.,16000000,13922211,14553807,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Thunderbirds,2004-07-23,7,PG,Action,95.0,0,,55000000,6768055,28231444,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New York Minute,2004-05-01,5,PG,Comedy,91.0,0,,40000000,14018364,21156715,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Birth,2004-09-08,10,R,Drama,100.0,0,Be careful what you wish for.,20000000,5005899,14603001,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Vanity Fair,2004-09-01,9,PG-13,Drama,141.0,0,"On September 1st, a heroine will rise.",23000000,16123851,19123851,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I Heart Huckabees,2004-09-10,10,R,Comedy,107.0,0,An existential comedy,22000000,12784713,20034713,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Whole Ten Yards,2004-04-07,4,PG-13,Comedy,98.0,1,"They missed each other. This time, their aim is better.",30000000,16323969,26323969,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Envy,2004-04-30,4,PG-13,Comedy,99.0,0,"Success didn’t go to his head, it went to his neighbor.",20000000,13548322,14566246,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Alfie,2004-10-22,11,R,Comedy,103.0,0,Meet a man who never met a woman he didn't love.,40000000,13395939,35195939,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Superbabies: Baby Geniuses 2,2004-08-27,8,PG,Comedy,88.0,0,Meet the new generation of superheroes.,20000000,9109322,9355369,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Johnson Family Vacation,2004-04-07,4,PG-13,Comedy,97.0,0,Take the ride.,12000000,31203964,31286759,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home on the Range,2004-04-02,4,PG,Animation,76.0,0,Bust a Moo,110000000,50026353,76482461,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas with the Kranks,2004-11-24,11,PG,Comedy,99.0,0,No! Ho! Ho!,50000000,73701902,96469187,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Win a Date with Tad Hamilton!,2004-01-23,1,PG-13,Comedy,96.0,0,"In every love story, there's only room for one leading man.",24000000,16980098,17589829,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Merchant of Venice,2004-09-03,12,R,Drama,131.0,0,,30000000,3765585,18765585,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ladder 49,2004-10-01,10,PG-13,Action,115.0,0,Their greatest challenge lies in rescuing one of their own,60000000,74541707,102332848,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
You Got Served,2004-01-30,1,PG-13,Drama,95.0,1,"If you want respect, you've got to take it.",8000000,40066497,50811858,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Beyond the Sea,2004-12-17,12,PG-13,Biography,118.0,0,"In the era of cool, Bobby Darin was the soundtrack.",24000000,6144806,8292914,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Eulogy,2004-10-15,10,R,Comedy,91.0,0,,10000000,70527,91201,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Big Bounce,2004-01-30,1,PG-13,Comedy,88.0,0,It's all in who you trust,50000000,6471394,6626115,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Veer-Zaara,2004-11-12,11,Not Rated,Drama,192.0,0,A Love Legend,7000000,2938532,7017859,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Little Black Book,2004-08-06,8,PG-13,Comedy,107.0,0,Have you ever been tempted to look inside his...,30000000,20422207,21758371,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Laws of Attraction,2004-04-04,4,PG-13,Comedy,90.0,0,Love always has the last word.,32000000,17848322,29939591,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vera Drake,2004-10-22,10,R,Crime,125.0,0,Wife. Mother. Criminal.,11000000,3753806,13353855,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Catch That Kid,2004-02-06,2,PG,Action,91.0,0,They're on a mission without permission.,18000000,16703799,16959614,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Welcome to Mooseport,2004-02-24,2,PG-13,Comedy,110.0,0,,26000000,14469428,14494770,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Harry Potter and the Goblet of Fire,2005-11-05,11,PG-13,Adventure,157.0,1,Dark And Difficult Times Lie Ahead.,150000000,290201752,886742787,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Memoirs of a Geisha,2005-12-06,12,PG-13,Drama,145.0,0,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",85000000,57010853,161510853,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pride & Prejudice,2005-09-16,11,PG,Drama,129.0,0,A romance ahead of its time.,28000000,38372662,126549607,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Batman Begins,2005-06-10,6,PG-13,Action,140.0,1,Evil fears the knight.,150000000,205343774,358858124,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brokeback Mountain,2005-09-02,12,R,Drama,134.0,0,Love is a force of nature.,13900000,83043761,176980863,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sin City,2005-04-01,4,R,Crime,124.0,1,Walk down the right back alley in Sin City and you can find anything...,40000000,74103820,158527918,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie and the Chocolate Factory,2005-07-13,7,PG,Adventure,115.0,0,Willy Wonka is semi-sweet and nuts.,150000000,206459076,475825484,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wedding Crashers,2005-07-14,7,R,Comedy,119.0,0,Life's a Party. Crash It.,40000000,209218368,283218368,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
War of the Worlds,2005-06-28,6,PG-13,Adventure,116.0,0,They're already here.,132000000,234280354,606836535,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Kingdom of Heaven,2005-05-03,5,R,Action,144.0,0,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",110000000,47398413,218674938,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Constantine,2005-02-08,2,R,Action,121.0,1,"Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",75000000,75976178,221593554,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
King Kong,2005-12-14,12,PG-13,Action,187.0,0,The eighth wonder of the world.,207000000,218080025,550517357,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Hitchhiker's Guide to the Galaxy,2005-01-15,4,PG,Adventure,109.0,0,Don't leave Earth without it.,45000000,51019112,102746214,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fantastic Four,2005-06-29,7,PG-13,Action,106.0,1,4 times the action. 4 times the adventure. 4 times the fantastic.,87500000,154696080,333132750,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Serenity,2005-08-25,9,PG-13,Action,119.0,0,Can't stop the signal.,39000000,25514517,40319440,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Island,2005-07-20,7,PG-13,Action,136.0,0,Your time will come...,120000000,35818913,163018913,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Waiting...,2005-10-07,10,R,Comedy,94.0,1,What happens in the kitchen ends up on the plate.,1125000,16124543,18673274,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Match Point,2005-10-26,12,R,Drama,124.0,0,Passion Temptation Obsession,15000000,23089926,87950928,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sky High,2005-07-29,7,PG,Adventure,100.0,0,Saving The World... One Homework Assignment At A Time.,35000000,63939454,83109359,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Madagascar,2005-05-25,5,PG,Animation,86.0,1,Someone's got a zoo loose.,75000000,193595521,556559566,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sisterhood of the Traveling Pants,2005-06-01,6,PG,Comedy,119.0,1,Laugh. Cry. Share the pants.,25000000,39053061,41560117,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Longest Yard,2005-05-19,5,PG-13,Comedy,113.0,0,"If you can't get out, get even.",82000000,158119460,191558505,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Red Eye,2005-08-04,8,PG-13,Thriller,85.0,0,Fear takes flight.,26000000,57891803,96666486,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House of Wax,2005-04-30,5,R,Horror,113.0,0,Prey. Slay. Display,35000000,32064800,70064800,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Four Brothers,2005-08-11,8,R,Action,109.0,0,They came home to bury mom... and her killer,30000000,74494381,92494381,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Dukes of Hazzard,2005-08-05,8,PG-13,Comedy,104.0,1,Cousins. Outlaws. Thrillbillies.,53000000,80270227,109848461,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Interpreter,2005-04-08,4,PG-13,Crime,128.0,0,The truth needs no translation.,90000000,72708161,162753837,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Walk the Line,2005-09-13,11,PG-13,Biography,136.0,0,Love is a burning thing.,29000000,119519402,187707495,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Munich,2005-12-22,12,R,Action,164.0,0,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,75000000,47379090,131492772,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Constant Gardener,2005-08-31,8,R,Drama,129.0,0,Love. At any cost.,25500000,33579798,86301599,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Pacifier,2005-03-04,3,PG,Action,95.0,0,Welcome to the infantry.,56000000,113006880,198006880,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A History of Violence,2005-09-23,9,R,Drama,96.0,0,Tom Stall had the perfect life... until he became a hero.,32000000,31493782,61477797,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hitch,2005-02-10,2,PG-13,Comedy,118.0,0,The cure for the common man.,55000000,177784257,366784257,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rent,2005-11-23,11,PG-13,Drama,135.0,0,No day but today.,40000000,29077547,31670620,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Robots,2005-03-10,3,PG,Animation,91.0,0,You can shine no matter what you're made of.,80000000,128200012,260636271,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarhead,2005-11-04,11,R,Action,125.0,1,Welcome to the suck.,72000000,62647540,96947540,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Into the Blue,2005-09-30,9,PG-13,Action,110.0,1,Treasure has its price.,50000000,18782227,41982227,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saw II,2005-10-28,10,R,Horror,93.0,1,Oh Yes... There Will Be Blood.,5000000,87025093,152925093,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Flightplan,2005-09-22,9,PG-13,Drama,98.0,0,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,55000000,89706988,214392904,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Coach Carter,2005-01-14,1,PG-13,Biography,136.0,0,It begins on the street. It ends here.,45000000,67264877,76665507,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dark Water,2005-06-27,7,PG-13,Drama,105.0,0,"This Season, The Mystery Of The Darkness Will Consume Your Life",60000000,25473093,49473093,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Lord of War,2005-09-16,9,R,Action,122.0,0,"Where there's a will, there's a weapon",42000000,24149632,60437727,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Amityville Horror,2005-04-15,4,R,Horror,90.0,1,What happened over the next 28 days has never been explained.,18500000,65233369,109175673,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Be Cool,2005-03-04,3,PG-13,Comedy,118.0,1,Everyone is looking for the next big hit,75000000,55849401,94944017,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cinderella Man,2005-06-02,6,PG-13,Biography,144.0,0,One man's extraordinary fight to save the family he loved.,88000000,61649911,105021488,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Brothers Grimm,2005-08-26,8,PG-13,Action,118.0,0,Eliminating Evil Since 1812.,80000000,37899638,105299638,5.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sahara,2005-04-06,4,PG-13,Action,124.0,0,Dirk Pitt. Adventure has a new name.,145000000,68671925,121645390,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Corpse Bride,2005-09-09,9,PG,Animation,77.0,0,There's been a grave misunderstanding.,30000000,53359111,114770654,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The New World,2005-12-25,12,PG-13,Biography,135.0,0,"Once discovered, it was changed forever.",30000000,12712093,26184400,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Wolf Creek,2005-01-01,11,R,Horror,99.0,1,The Thrill Is In The Hunt.,1100000,16186348,29005064,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Exorcism of Emily Rose,2005-09-09,9,PG-13,Drama,119.0,0,What happened to Emily?,18000000,75072454,144529078,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Elektra,2005-01-13,1,PG-13,Action,97.0,0,Looks can kill,65000000,24409722,56824633,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Doom,2005-10-20,10,R,Action,105.0,0,No one gets out alive.,70000000,28212337,58757178,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Legend of Zorro,2005-10-24,10,PG,Action,129.0,1,The original caped crusader is back!,80000000,45575336,141475336,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen 2,2005-12-21,12,PG,Adventure,94.0,1,Same Big Family... Even Bigger Adventure.,60000000,82571173,135015330,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Son of the Mask,2005-02-18,2,PG,Comedy,94.0,1,Who's next?,100000000,17018422,59918422,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Cave,2005-08-25,8,PG-13,Action,97.0,0,There are places man was never meant to go.,30000000,15007991,27147991,5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Broken Flowers,2005-05-17,8,R,Comedy,106.0,0,Sometimes life brings some strange surprises.,10000000,13744960,40744960,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
