movie_title,release_date,month_released,rated,genre,runtime_minutes,belongs_to_collection,tagline,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,imdb_score,dir_acted,dir_animation_dept,dir_art_dept,dir_art_dir,dir_assistant_dir,dir_camera_dept,dir_casting_dept,dir_casting_dir,dir_cinematographer,dir_composer,dir_costume_designer,dir_editor,dir_editorial_dept,dir_location_management,dir_makeup_dept,dir_music_artist,dir_music_dept,dir_producer,dir_production_designer,dir_production_manager,dir_script_dept,dir_sound_dept,dir_soundtrack,dir_special_effects,dir_stunts,dir_visual_effects,dir_writer
Star Trek III: The Search for Spock,1984-05-31,6,PG,Action,105.0,1,A dying planet. A fight for life.,18000000,76471046,87000000,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Repo Man,1984-02-20,3,R,Action,92.0,0,It’s 4 a.m. Do you know where your car is?,1500000,2300000,2300000,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Killing Fields,1984-11-02,11,R,Biography,141.0,0,"Here, only the silent survive.",16000000,34609720,34609720,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Cotton Club,1984-12-14,12,R,Crime,129.0,0,It was the jazz age. It was an era of elegance and violence. The action was gambling. The stakes were life and death.,48000000,25928721,25928721,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Ice Pirates,1984-03-16,3,PG,Action,91.0,0,A totally SPACED adventure! ...You have to be there to see it.,9000000,13075390,13075390,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Passage to India,1984-12-14,12,PG,Adventure,164.0,0,"David Lean, the Director of ""Doctor Zhivago"", ""Lawrence of Arabia"" and ""The Bridge on the River Kwai"", invites you on . .",27500000,27187653,27187896,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Hotel New Hampshire,1984-03-09,3,R,Comedy,109.0,0,"If you experienced ""The World According To Garp"" and found it witty, delightful and totally unpredictable, then be happily surprised all over again when you join the fun and games that go on at the...Hotel New Hampshire.",7500000,5142858,5142858,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sheena,1984-08-17,8,PG,Adventure,117.0,0,,25000000,5778353,5778353,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Back to the Future,1985-07-03,7,PG,Adventure,116.0,1,He's the only kid ever to get into trouble before he was born.,19000000,212259762,385510132,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rambo: First Blood Part II,1985-05-21,5,R,Action,96.0,1,"What most people call hell, he calls home.",44000000,150415432,300400000,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Return of the Living Dead,1985-05-15,8,R,Comedy,91.0,1,They're Back From The Grave and Ready To Party!,4000000,14237880,14238634,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brazil,1985-02-20,5,R,Drama,132.0,0,It's only a state of mind.,15000000,9929135,9934484,7.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pale Rider,1985-06-28,6,R,Drama,115.0,0,... and hell followed with him.,6900000,41410568,41410568,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Commando,1985-10-03,10,R,Action,90.0,0,Somewhere... somehow... someone's going to pay.,10000000,35073978,35078913,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Witness,1985-02-08,2,R,Crime,112.0,0,A big city cop. A small country boy. They have nothing in common... but a murder.,12000000,65532576,65532576,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Color Purple,1985-12-18,12,PG-13,Drama,154.0,0,It's about life. It's about love. It's about us.,15000000,94029472,94029472,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Silverado,1985-07-10,7,PG-13,Action,133.0,0,Four strangers become friends. Four friends become heros. On the road to...,26000000,33200000,33200000,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Ladyhawke,1985-03-27,4,PG-13,Adventure,121.0,0,No force in Heaven will release them. No power on Earth can save them.,20000000,18400000,18400000,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red Sonja,1985-04-09,6,PG-13,Action,89.0,1,A woman and a warrior that became a legend.,17900000,6905861,6908640,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mad Max Beyond Thunderdome,1985-06-29,7,PG-13,Action,107.0,1,Two men enter. One man leaves.,10000000,36230219,36230219,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After Hours,1985-09-13,9,R,Comedy,97.0,0,"When it's after midnight in New York City, you don't have to look for love, laughter and trouble. They'll all find you!",4500000,10609321,10609321,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A View to a Kill,1985-05-24,5,PG,Action,131.0,1,Has James Bond finally met his match?,30000000,50327960,152627960,6.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lifeforce,1985-06-20,6,R,Action,101.0,0,"In the blink of an eye, the terror begins.",25000000,11603545,11603545,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Out of Africa,1985-12-20,12,PG,Biography,161.0,0,Based on a true story.,28000000,79096868,258210860,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Day of the Dead,1985-07-19,6,Not Rated,Horror,101.0,1,The darkest day of horror the world has ever known.,3500000,5804262,34004262,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Last Dragon,1985-03-22,3,PG-13,Action,109.0,0,His family thinks he's crazy. His enemies think he's no challenge. But she knows he's THE LAST DRAGON.,10000000,33000000,33000447,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Silver Bullet,1985-10-10,10,R,Horror,95.0,0,It started in May. In a small town. And every month after that whenever the moon was full... it came back.,7000000,10803211,10803211,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Young Sherlock Holmes,1985-12-04,12,PG-13,Adventure,109.0,0,"Before a lifetime of adventure, they lived the adventure of a lifetime.",18000000,19739000,19739000,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Invasion U.S.A.,1985-09-27,9,R,Action,107.0,0,America wasn't ready...but HE was!,10000000,17536256,17536256,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Subway,1985-04-10,11,R,Thriller,104.0,0,An underground story where lives intertwine,2000000,390659,1663296,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Krush Groove,1985-10-25,10,R,Comedy,97.0,0,It's chillin'!,3000000,11052713,11052713,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Top Gun,1986-05-16,5,PG,Action,109.0,0,Up there with the best of the best.,15000000,180470489,357469522,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aliens,1986-07-18,7,R,Action,137.0,1,This Time It's War,17000000,85160248,183294899,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Stand by Me,1986-08-22,8,R,Adventure,89.0,0,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",8000000,52287414,52287766,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Crocodile Dundee,1986-09-26,9,PG-13,Action,97.0,1,There's a little of him in all of us.,8800000,174803506,328203506,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Highlander,1986-03-07,3,R,Action,116.0,1,There can be only one.,16000000,5900000,12900000,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Big Trouble in Little China,1986-05-30,7,PG-13,Action,99.0,0,Adventure doesn't come any bigger!,25000000,11100000,11208967,7.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Platoon,1986-12-18,12,R,Drama,120.0,0,The first casualty of war is innocence.,6000000,137963328,137978395,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Howard the Duck,1986-08-01,8,PG,Action,110.0,0,You will believe that a duck can talk.,30000000,16295774,16295774,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Little Shop of Horrors,1986-12-19,12,PG-13,Comedy,94.0,0,Don't feed the plants.,30000000,38747385,38747385,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Golden Child,1986-12-12,12,PG-13,Action,94.0,0,Eddie Murphy is the chosen one.,12000000,79817937,79817937,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Star Trek IV: The Voyage Home,1986-11-25,11,PG,Action,119.0,1,The key to saving the future can only be found in the past.,24000000,109713132,133000000,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Color of Money,1986-10-07,10,R,Drama,119.0,1,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,10000000,52293000,52293000,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cobra,1986-03-21,5,R,Action,87.0,0,The strong arm of the law.,25000000,49042224,49042224,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peggy Sue Got Married,1986-10-05,10,PG-13,Comedy,103.0,0,"Knowing what you know now, what would you do differently?",18000000,41382841,41382841,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Friday the 13th Part VI: Jason Lives,1986-08-01,8,R,Horror,86.0,1,Kill or be killed!,3000000,19472057,19472523,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Texas Chainsaw Massacre 2,1986-08-22,8,Unrated,Comedy,101.0,1,After a decade of silence... The buzzz is back!,4700000,8025872,8025872,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Clan of the Cave Bear,1986-01-17,1,R,Adventure,98.0,0,"At The Dawn Of Mankind, A Woman Led The Way.",15000000,1953732,1953732,5.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's Gotta Have It,1986-08-08,8,R,Comedy,84.0,0,A Seriously Sexy Comedy,175000,7137502,7137502,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8 Million Ways to Die,1986-04-25,4,R,Action,115.0,0,Death comes to all except those who deserve it most.,18000000,1305114,1305114,5.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down by Law,1986-05-01,9,R,Comedy,107.0,0,It's not where you start - It's where you start again.,1100000,1436000,1436000,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Invaders from Mars,1986-01-01,6,PG,Horror,100.0,0,Their conquest has already begun... He know they're here.,12000000,4884663,4984663,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
April Fool's Day,1986-03-27,3,R,Horror,89.0,0,Childish pranks turn into a bloody battle for survival!,5000000,12947763,12947763,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pirates,1986-05-08,7,PG-13,Action,121.0,0,,40000000,1641825,6341825,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
F/X,1986-02-07,2,R,Action,109.0,1,Murder by Illusion,10000000,20603715,20603715,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
King Kong Lives,1986-11-21,12,PG-13,Action,105.0,1,America's biggest hero is back... and he is not happy.,10000000,4711220,4711220,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Gung Ho,1986-03-13,3,PG-13,Comedy,112.0,0,"When East meets West, the laughs shift into high gear!",18000000,36611610,36611610,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Witchboard,1986-12-31,12,R,Horror,98.0,1,It's more than just a game.,2000000,7369373,7369373,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Legal Eagles,1986-06-18,6,PG,Comedy,116.0,0,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,40000000,49851591,49851591,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
American Anthem,1986-06-27,6,PG-13,Drama,102.0,0,,7000000,3571624,3571624,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shanghai Surprise,1986-08-29,8,PG-13,Adventure,97.0,0,A romantic adventure for the dangerous at heart.,17000000,2315000,2315000,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Playing for Keeps,1986-10-03,10,PG-13,Comedy,102.0,0,It's What You Need to Succeed,35000000,2000000,2000000,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Princess Bride,1987-09-18,9,PG,Adventure,98.0,0,It's as real as the feelings you feel.,15000000,30857000,31046220,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Lost Boys,1987-07-31,7,R,Comedy,97.0,1,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,8500000,32222567,32393651,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Full Metal Jacket,1987-06-26,6,R,Drama,116.0,0,"Vietnam can kill me, but it can’t make me care.",30000000,45015999,45017134,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Predator,1987-06-11,6,R,Action,107.0,1,"If it bleeds, we can kill it...",18000000,59735548,98267558,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
RoboCop,1987-07-17,7,R,Action,102.0,1,Part man. Part machine. All cop. The future of law enforcement.,13000000,53424681,54125172,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Untouchables,1987-06-02,6,R,Crime,119.0,0,What are you prepared to do?,25000000,76270454,76271995,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Spaceballs,1987-06-24,6,PG,Adventure,96.0,0,May the schwartz be with you,22700000,38119483,38119483,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Lethal Weapon,1987-03-06,3,R,Action,109.0,1,If these two can learn to stand each other... the bad guys don't stand a chance.,15000000,65192350,120192350,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fatal Attraction,1987-09-11,9,R,Drama,119.0,0,A look that led to an evening. A mistake he'll regret...FOR THE REST OF HIS LIFE.,14000000,156645693,320099997,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hellraiser,1987-09-11,9,R,Horror,94.0,1,He'll tear your soul apart.,1000000,14564000,14575148,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Running Man,1987-11-13,11,R,Action,101.0,0,A game nobody survives. But Schwarzenegger has yet to play.,30000000,38122000,38122000,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wall Street,1987-12-10,12,R,Crime,126.0,1,Every dream has a price.,16500000,43848100,43848100,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Beverly Hills Cop II,1987-05-18,5,R,Action,100.0,1,,20000000,153665036,276665036,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Superman IV: The Quest for Peace,1987-07-23,7,PG,Action,90.0,1,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",17000000,14522355,36700000,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Evil Dead II,1987-03-13,3,R,Comedy,84.0,1,The Sequel To The Ultimate Experience In Grueling Terror,3500000,5923044,5927557,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Living Daylights,1987-06-29,7,PG,Action,130.0,1,Licensed to thrill.,40000000,51185000,191199996,6.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Emperor,1987-10-21,11,PG-13,Biography,163.0,0,"He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.",25000000,43984987,44005435,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
La Bamba,1987-07-24,7,PG-13,Biography,108.0,0,Born into poverty. Destined for stardom. He lived the American dream.,6500000,54215416,54215416,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maurice,1987-09-18,1,R,Drama,140.0,0,,2600000,3147950,3305831,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Creepshow 2,1987-05-01,5,R,Fantasy,92.0,1,"When the curtain goes up, the terror begins.",3500000,14000000,14000000,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Teen Wolf Too,1987-11-20,11,PG,Comedy,95.0,1,High school was easy. But college is a whole different ANIMAL.,3000000,7888000,7888000,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Ishtar,1987-05-15,5,PG-13,Action,107.0,0,,40000000,14375181,14375181,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Radio Days,1987-01-30,1,PG,Comedy,88.0,0,,16000000,14792779,14792779,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Barbarians,1987-03-01,3,R,Action,87.0,0,Warriors. Conquerors. Heroes.,4000000,800000,800000,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cry Freedom,1987-11-05,11,PG,Biography,157.0,0,,29000000,5899797,25899797,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
American Ninja 2: The Confrontation,1987-05-01,1,R,Action,90.0,1,,350000,4000000,4000000,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hollywood Shuffle,1987-03-20,3,R,Comedy,78.0,0,"Bobby Taylor was on his way to becoming a star, when a funny thing happened...",100000,5228617,5228617,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Malone,1987-05-01,5,R,Action,92.0,0,"Ex-Cop, Ex-CIA, Explosive",10000000,3000000,3000000,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Die Hard,1988-07-15,7,R,Action,132.0,1,40 Stories. Twelve Terrorists. One Cop.,28000000,81675242,139434346,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Midnight Run,1988-07-20,7,R,Action,126.0,0,This could be the beginning of a beautiful friendship.,30000000,38413606,81613606,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beetlejuice,1988-02-29,3,PG,Comedy,92.0,0,He's guaranteed to put some life in your afterlife.,15000000,73839613,74456266,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Big,1988-06-03,6,PG,Comedy,104.0,0,You're Only Young Once But For Josh It Might Just Last A Lifetime.,18000000,114968774,151665347,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rain Man,1988-12-11,12,R,Drama,133.0,0,A journey through understanding and fellowship.,25000000,172825435,412800000,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
They Live,1988-11-23,11,R,Action,94.0,0,Who are they? And what do they want?,4000000,13000000,13001044,7.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mystic Pizza,1988-10-13,10,R,Comedy,104.0,0,A Romantic Comedy With The Works,6000000,12793213,12793213,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Twins,1988-12-09,12,PG,Comedy,107.0,0,Only their mother can tell them apart.,15000000,111936388,216600000,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cocktail,1988-07-29,7,R,Comedy,104.0,0,"When he pours, he reigns.",20000000,78222753,78222753,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Young Guns,1988-08-12,8,R,Action,107.0,1,Six reasons why the west was wild.,13000000,44726644,44726644,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bloodsport,1988-02-26,2,R,Action,92.0,1,The true story of an American ninja.,1500000,11806119,11806119,6.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Last Temptation of Christ,1988-08-12,8,R,Drama,164.0,0,,7000000,8373585,8373585,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Land Before Time,1988-11-18,11,G,Animation,69.0,1,A new adventure is born.,12300000,48092846,81972846,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rambo III,1988-05-24,5,R,Action,102.0,1,The first was for himself. The second for his country. This time it's to save his friend.,58000000,53715611,188715611,5.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dangerous Liaisons,1988-12-16,12,R,Drama,119.0,0,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.,14000000,34700000,34700000,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,8,R,Horror,93.0,1,Terror beyond your wildest dreams.,13000000,49369899,49369899,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Halloween 4: The Return of Michael Myers,1988-10-21,10,R,Horror,88.0,1,Horror has returned to Haddonfield.,5000000,17768757,17768757,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Scrooged,1988-11-22,11,PG-13,Comedy,101.0,0,The spirits will move you in odd and hysterical ways.,32000000,59450353,59450796,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Poltergeist III,1988-06-10,6,PG,Horror,98.0,1,He's found her.,9500000,14114000,14114000,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
School Daze,1988-02-12,2,R,Comedy,121.0,0,,6000000,14545844,14545844,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Phantasm II,1988-07-08,7,R,Action,97.0,1,The ball is back!,3000000,7282851,7282851,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Action Jackson,1988-02-12,2,R,Action,96.0,0,It's Time For,7000000,20257000,20257000,5.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Bright Lights, Big City",1988-04-01,4,R,Drama,107.0,0,,25000000,16118077,16118077,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lady in White,1988-04-22,4,PG-13,Fantasy,113.0,0,"The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.",4700000,1705139,1705139,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Talk Radio,1988-12-21,12,R,Drama,110.0,0,The last neighborhood in America.,4000000,3468572,3468572,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
